iter	MultiClass
694	0.4590630758
695	0.4588989133
696	0.4585808077
697	0.4581194455
698	0.4577757294
699	0.4573322197
700	0.4567056045
701	0.4561691245
702	0.4557189474
703	0.4555112596
704	0.454880158
705	0.4543736503
706	0.4537299615
707	0.4534029763
708	0.4532881343
709	0.4528876203
710	0.4526242251
711	0.4522245835
712	0.4511789786
713	0.4509015943
714	0.450811833
715	0.450514197
716	0.45024186
717	0.4495409371
718	0.4490389783
719	0.4487842756
720	0.4484096525
721	0.4478660689
722	0.4474987986
723	0.447103145
724	0.4467529795
725	0.4461952509
726	0.4455599743
727	0.4453784267
728	0.445220589
729	0.4447921589
730	0.4443096728
731	0.443741351
732	0.4432135013
733	0.4430166559
734	0.4426163288
735	0.4421186072
736	0.4414190864
737	0.4408030955
738	0.4406426718
739	0.4402718186
740	0.4399400354
741	0.4394811345
742	0.4392942903
743	0.4390683449
744	0.4386947811
745	0.4382348209
746	0.4377935233
747	0.4374746699
748	0.4370097559
749	0.436823971
750	0.4365889592
751	0.4360902406
752	0.4356558285
753	0.4350830203
754	0.4346515058
755	0.4344593027
756	0.4342133238
757	0.4336028788
758	0.4330927881
759	0.4327680774
760	0.4323209224
761	0.4319306277
762	0.4316342068
763	0.4312692421
764	0.4309998649
765	0.4303705392
766	0.4298889565
767	0.4294849219
768	0.4291764124
769	0.4287722531
770	0.4282246503
771	0.4277358705
772	0.4272130681
773	0.4264535403
774	0.4259792482
775	0.4256335381
776	0.4252904139
777	0.4251944214
778	0.4248050925
779	0.4246207097
780	0.4242682386
781	0.4239539029
782	0.4236634017
783	0.4235113279
784	0.4230033247
785	0.4223339632
786	0.4217687259
787	0.4215342126
788	0.4212032394
789	0.420936417
790	0.4207286046
791	0.4200934526
792	0.4198245428
793	0.4192469676
794	0.4189561549
795	0.4188309378
796	0.4185412155
797	0.4178961559
798	0.4176665652
799	0.4172768001
800	0.4170602328
801	0.4166368501
802	0.4163191495
803	0.416244499
804	0.4156033028
805	0.4153849284
806	0.4148887646
807	0.4145805978
808	0.4142084983
809	0.4135112207
810	0.4133438804
811	0.4129082844
812	0.4125891817
813	0.4121034242
814	0.4117580256
815	0.4112337277
816	0.4109262464
817	0.4103851864
818	0.4100019329
819	0.4095495126
820	0.408927197
821	0.4083214566
822	0.4080180255
823	0.4076261107
824	0.4072405517
825	0.4064269365
826	0.4057384139
827	0.4052180416
828	0.4049351426
829	0.4046340483
830	0.4042854406
831	0.4039025923
832	0.4032608663
833	0.4028148018
834	0.4024176839
835	0.401961182
836	0.4016044114
837	0.4013235375
838	0.4006603761
839	0.4005088008
840	0.3998950843
841	0.3994400468
842	0.3991812004
843	0.3988231836
844	0.3984346648
845	0.3981609257
846	0.397800354
847	0.3976246638
848	0.3973844488
849	0.3968718968
850	0.3963132335
851	0.3960621139
852	0.3958975776
853	0.3955405266
854	0.3951659969
855	0.3946836042
856	0.3943401997
857	0.394243584
858	0.3939862332
859	0.3936375632
860	0.3932935355
861	0.3930190175
862	0.3927602958
863	0.392560989
864	0.3921322163
865	0.3915560432
866	0.3912162839
867	0.3909275898
868	0.3908148975
869	0.390152328
870	0.3896576598
871	0.389039488
872	0.3889577339
873	0.3886965819
874	0.3881922552
875	0.3876246812
876	0.3874395817
877	0.3870751779
878	0.3866763151
879	0.3864095551
880	0.3859250437
881	0.3855072068
882	0.3850512658
883	0.3846448633
884	0.3842388969
885	0.3840424565
886	0.3836421918
887	0.3830552386
888	0.3829173409
889	0.3825459269
890	0.3822504095
891	0.3818558464
892	0.3814214655
893	0.3811894447
894	0.3807978102
895	0.3803807834
896	0.3800980401
897	0.3799771537
898	0.3797315176
899	0.3795401557
900	0.3793024333
901	0.3789337298
902	0.3786195187
903	0.3782496625
904	0.3779437078
905	0.3777079482
906	0.3773755107
907	0.3770659731
908	0.3769428434
909	0.3767113523
910	0.3763621526
911	0.3762503951
912	0.3760794094
913	0.3756186703
914	0.3755223039
915	0.3750257662
916	0.3745664915
917	0.3739577912
918	0.3737018424
919	0.3732852517
920	0.372958765
921	0.3724163965
922	0.3721945326
923	0.3718932202
924	0.3714250971
925	0.3712525224
926	0.3710085376
927	0.3704795351
928	0.3701201162
929	0.36979472
930	0.3692794574
931	0.3689360529
932	0.3685358504
933	0.367892629
934	0.3675681363
935	0.3670571733
936	0.3667619363
937	0.3665258652
938	0.366003904
939	0.3659151086
940	0.3657368324
941	0.3651714082
942	0.364916394
943	0.3647109806
944	0.3645001149
945	0.3640489719
946	0.3636794273
947	0.3630321555
948	0.3628234707
949	0.3626819278
950	0.3623483063
951	0.3620642856
952	0.3617708869
953	0.3615653489
954	0.3614868663
955	0.361049214
956	0.3607165895
957	0.3603777649
958	0.3602449457
959	0.3599516405
960	0.35964014
961	0.3593384537
962	0.3590912597
963	0.3586328262
964	0.3584260731
965	0.3580889933
966	0.3579531831
967	0.357870027
968	0.3575347542
969	0.3573874785
970	0.3570365029
971	0.3566276391
972	0.3559733571
973	0.3556021612
974	0.3551409548
975	0.354968162
976	0.3547224013
977	0.3543021653
978	0.3540672158
979	0.3538630175
980	0.3534441213
981	0.3532890565
982	0.3529416328
983	0.3525888814
984	0.3522627374
985	0.3518741563
986	0.3516316669
987	0.3513875263
988	0.3511625468
989	0.3510157073
990	0.3508096708
991	0.3503150959
992	0.349936516
993	0.3497196371
994	0.3494518177
995	0.3488889794
996	0.348725222
997	0.348473417
998	0.3482160349
999	0.347725635
